date,cat,geo,gprop,arrival,emigrant,emigrate,emigration,immigrant,immigrate,immigration,legalization,migrant,migrate,migration,passport,quota,required documents,visa,waiver
2010-01-01,0,CI,,0,0,0,0,0,12,5,0,0,0,0,13,0,0,20,0
2010-02-01,0,CI,,46,0,0,0,0,0,0,0,0,0,0,43,0,0,33,0
2010-03-01,0,CI,,39,0,0,0,0,0,9,0,0,0,35,37,0,0,14,0
2010-04-01,0,CI,,0,0,0,0,0,22,0,0,0,0,0,13,0,0,19,0
2010-05-01,0,CI,,0,0,0,0,0,20,4,0,0,0,23,24,0,0,18,0
2010-06-01,0,CI,,0,0,0,0,0,9,13,0,0,0,11,45,0,0,13,0
2010-07-01,0,CI,,0,0,0,0,0,0,8,0,0,0,20,20,0,0,24,0
2010-08-01,0,CI,,0,0,0,0,0,0,7,0,0,0,9,0,0,0,21,0
2010-09-01,0,CI,,0,0,0,0,0,8,7,0,0,0,0,38,0,0,33,0
2010-10-01,0,CI,,0,0,0,0,0,16,18,0,0,0,0,10,0,0,18,0
2010-11-01,0,CI,,68,0,0,0,0,0,12,0,0,0,0,32,0,0,41,0
2010-12-01,0,CI,,0,0,0,0,0,9,4,0,0,0,0,11,0,0,12,0
2011-01-01,0,CI,,12,0,0,0,3,3,6,0,4,0,4,16,0,0,20,0
2011-02-01,0,CI,,0,0,0,0,3,0,17,0,0,0,4,25,0,0,17,0
2011-03-01,0,CI,,27,0,0,0,0,7,11,0,0,0,0,38,0,0,16,0
2011-04-01,0,CI,,88,0,0,0,0,0,13,0,0,39,0,14,0,0,26,0
2011-05-01,0,CI,,16,0,0,0,0,9,15,0,0,0,0,15,0,0,17,0
2011-06-01,0,CI,,0,0,0,0,4,7,5,0,0,0,0,13,0,0,22,0
2011-07-01,0,CI,,0,0,0,0,0,6,4,0,0,0,0,19,0,0,28,0
2011-08-01,0,CI,,21,0,0,0,0,3,6,0,0,0,0,27,0,0,15,0
2011-09-01,0,CI,,22,0,0,0,0,9,6,0,0,0,10,21,0,0,25,0
2011-10-01,0,CI,,0,0,0,0,0,5,7,0,0,0,3,12,0,0,25,0
2011-11-01,0,CI,,0,0,0,0,3,3,12,0,0,0,6,19,0,0,22,0
2011-12-01,0,CI,,0,0,0,0,0,3,7,0,0,0,3,18,0,0,19,0
2012-01-01,0,CI,,27,0,0,0,2,7,13,0,0,0,3,17,0,0,13,100
2012-02-01,0,CI,,18,0,0,0,0,0,10,83,0,0,3,21,0,0,16,0
2012-03-01,0,CI,,17,0,0,0,0,2,4,0,0,15,5,21,0,0,13,0
2012-04-01,0,CI,,8,0,0,0,0,0,4,0,0,0,0,34,0,0,26,0
2012-05-01,0,CI,,6,0,0,0,0,3,7,0,0,0,4,8,0,0,13,0
2012-06-01,0,CI,,19,0,0,0,0,2,6,0,0,0,0,14,0,0,13,0
2012-07-01,0,CI,,42,0,0,0,0,0,8,0,0,0,3,16,0,0,25,0
2012-08-01,0,CI,,8,0,0,0,0,0,5,0,0,0,0,26,16,0,28,0
2012-09-01,0,CI,,24,0,0,99,0,2,4,0,0,0,7,13,0,0,24,0
2012-10-01,0,CI,,7,0,0,0,2,4,10,0,0,0,2,19,0,0,22,0
2012-11-01,0,CI,,15,0,0,0,4,10,7,0,3,0,0,14,0,0,22,0
2012-12-01,0,CI,,22,0,0,0,0,2,5,0,0,0,0,7,0,0,15,0
2013-01-01,0,CI,,42,0,0,0,0,2,7,0,0,0,0,24,14,0,17,0
2013-02-01,0,CI,,14,0,0,0,2,4,2,0,0,0,4,18,0,0,17,0
2013-03-01,0,CI,,19,0,0,0,2,7,10,0,0,0,6,22,0,0,23,0
2013-04-01,0,CI,,49,0,0,0,0,7,3,0,0,0,0,18,0,0,18,0
2013-05-01,0,CI,,6,0,0,0,2,3,6,0,0,0,5,21,0,0,23,0
2013-06-01,0,CI,,6,0,0,0,0,2,4,0,0,0,4,11,11,0,18,0
2013-07-01,0,CI,,21,0,0,0,0,1,6,0,0,0,2,17,0,0,24,0
2013-08-01,0,CI,,32,0,0,69,0,7,7,0,0,0,3,31,0,0,24,0
2013-09-01,0,CI,,16,0,0,0,0,1,5,0,0,9,6,25,0,0,25,0
2013-10-01,0,CI,,19,0,0,0,1,1,4,0,0,0,7,41,0,0,19,0
2013-11-01,0,CI,,5,0,0,0,0,1,7,0,0,0,3,23,0,0,16,0
2013-12-01,0,CI,,35,0,0,0,1,2,1,0,0,0,1,18,0,0,16,0
2014-01-01,0,CI,,4,0,0,0,0,4,4,0,0,0,1,16,0,0,17,0
2014-02-01,0,CI,,4,0,0,100,0,3,4,0,0,0,4,19,8,0,16,0
2014-03-01,0,CI,,22,0,0,44,0,2,6,0,0,0,6,4,0,0,14,0
2014-04-01,0,CI,,11,0,0,0,0,2,5,0,0,0,7,10,0,0,19,0
2014-05-01,0,CI,,8,0,0,45,1,3,5,0,0,6,4,15,0,0,14,0
2014-06-01,0,CI,,46,0,0,0,1,0,4,0,0,0,2,14,0,0,16,0
2014-07-01,0,CI,,32,0,0,46,2,5,6,0,0,0,1,15,0,0,24,0
2014-08-01,0,CI,,18,0,0,0,0,2,4,0,1,0,3,11,0,0,18,0
2014-09-01,0,CI,,27,0,0,0,1,6,3,32,0,0,0,24,7,0,17,0
2014-10-01,0,CI,,29,0,0,0,1,2,5,0,0,0,2,18,0,0,17,0
2014-11-01,0,CI,,15,0,0,0,0,1,5,0,0,0,1,16,0,0,11,0
2014-12-01,0,CI,,15,0,0,0,0,4,4,35,0,0,3,12,0,0,17,0
2015-01-01,0,CI,,14,0,0,0,1,5,5,0,0,0,2,22,0,0,18,0
2015-02-01,0,CI,,23,0,0,98,3,2,5,0,0,0,2,13,0,0,18,0
2015-03-01,0,CI,,18,0,0,0,0,5,6,0,0,0,3,23,14,0,13,0
2015-04-01,0,CI,,18,0,0,0,1,1,8,0,0,6,8,29,0,0,20,0
2015-05-01,0,CI,,24,0,0,0,0,5,6,0,1,0,2,22,7,0,23,0
2015-06-01,0,CI,,14,0,0,0,1,5,7,0,3,0,4,29,0,0,15,38
2015-07-01,0,CI,,26,0,0,0,0,3,3,0,0,0,1,17,0,0,23,0
2015-08-01,0,CI,,27,0,0,0,1,4,6,0,0,0,6,22,7,0,15,0
2015-09-01,0,CI,,33,0,0,0,1,7,4,0,1,0,3,23,0,0,20,37
2015-10-01,0,CI,,26,0,0,40,0,1,7,0,0,6,1,19,6,0,15,0
2015-11-01,0,CI,,14,0,0,0,0,6,6,0,1,0,1,20,0,0,15,38
2015-12-01,0,CI,,32,0,0,0,1,2,5,0,1,0,1,22,14,0,15,0
2016-01-01,0,CI,,31,0,0,78,1,3,10,0,1,0,3,24,0,0,19,0
2016-02-01,0,CI,,27,0,0,0,0,0,5,0,1,5,6,26,6,0,20,0
2016-03-01,0,CI,,23,0,0,0,1,0,5,0,0,0,3,28,5,0,18,63
2016-04-01,0,CI,,46,0,0,0,1,3,7,0,0,5,3,24,0,0,21,0
2016-05-01,0,CI,,27,0,0,0,1,3,5,0,1,0,4,21,0,0,29,30
2016-06-01,0,CI,,17,0,0,0,1,1,5,0,2,5,2,20,0,0,24,30
2016-07-01,0,CI,,35,0,0,0,0,1,5,0,0,0,4,23,5,0,20,30
2016-08-01,0,CI,,44,0,0,0,0,2,6,0,1,0,5,22,0,0,16,0
2016-09-01,0,CI,,56,0,0,0,1,0,3,0,0,0,3,22,0,0,15,0
2016-10-01,0,CI,,35,0,0,0,0,1,5,23,2,0,6,14,0,0,19,0
2016-11-01,0,CI,,24,0,0,0,1,7,6,0,1,0,5,17,0,0,16,0
2016-12-01,0,CI,,42,0,0,0,0,1,6,0,0,0,5,12,5,0,14,0
2017-01-01,0,CI,,34,0,0,28,0,3,5,0,1,0,5,13,4,0,21,0
2017-02-01,0,CI,,39,0,0,0,1,3,4,0,0,0,4,29,0,0,21,27
2017-03-01,0,CI,,38,0,0,0,1,1,6,20,1,4,5,18,0,0,22,0
2017-04-01,0,CI,,25,0,0,0,1,3,4,0,0,4,4,13,0,0,14,0
2017-05-01,0,CI,,39,0,0,0,1,2,5,0,1,0,3,22,0,0,19,0
2017-06-01,0,CI,,58,0,0,66,1,1,6,0,5,0,7,20,0,0,27,0
2017-07-01,0,CI,,48,0,0,32,2,0,5,0,1,0,5,25,0,0,19,0
2017-08-01,0,CI,,56,0,0,0,1,2,5,0,2,0,8,19,5,0,22,0
2017-09-01,0,CI,,53,0,0,33,1,1,4,0,1,0,3,15,5,0,20,0
2017-10-01,0,CI,,52,0,0,31,1,2,5,0,2,0,7,20,0,0,19,0
2017-11-01,0,CI,,60,0,0,29,1,2,5,0,5,0,6,14,0,0,17,0
2017-12-01,0,CI,,54,0,0,30,0,1,6,0,0,0,1,19,5,0,15,26
2018-01-01,0,CI,,55,0,0,0,1,2,5,0,0,0,4,19,0,0,21,0
2018-02-01,0,CI,,39,0,0,0,1,1,4,0,1,0,3,18,0,0,19,25
2018-03-01,0,CI,,54,0,0,0,1,3,5,0,1,4,7,19,0,0,18,23
2018-04-01,0,CI,,39,0,0,29,1,1,7,0,0,0,4,20,0,0,17,26
2018-05-01,0,CI,,74,0,0,29,0,3,7,43,1,0,6,14,4,0,21,0
2018-06-01,0,CI,,62,0,0,0,1,1,6,0,3,0,4,20,4,0,22,0
2018-07-01,0,CI,,65,0,0,0,1,1,6,0,1,0,5,21,8,0,27,0
2018-08-01,0,CI,,79,0,0,0,0,1,4,0,2,0,4,19,0,0,23,0
2018-09-01,0,CI,,64,0,0,0,1,0,5,0,0,0,5,22,0,0,25,0
2018-10-01,0,CI,,64,0,0,0,1,1,4,20,1,0,5,26,4,0,23,48
2018-11-01,0,CI,,49,0,0,28,1,1,4,0,2,0,7,15,0,0,18,25
2018-12-01,0,CI,,77,0,0,0,0,1,5,0,0,0,2,20,0,0,15,0
2019-01-01,0,CI,,60,0,0,0,0,1,5,20,2,0,4,16,0,0,19,0
2019-02-01,0,CI,,82,0,0,0,0,2,8,0,1,0,3,24,5,0,17,27
2019-03-01,0,CI,,96,0,0,0,1,2,4,0,2,0,5,24,4,0,25,0
2019-04-01,0,CI,,81,0,0,0,1,3,4,0,1,0,6,22,0,0,29,0
2019-05-01,0,CI,,99,0,0,0,0,2,4,21,2,0,3,20,0,0,33,26
2019-06-01,0,CI,,80,0,0,59,0,1,5,0,0,0,2,27,0,0,26,0
2019-07-01,0,CI,,100,0,0,0,0,4,5,0,3,0,6,26,0,0,32,0
2019-08-01,0,CI,,65,0,0,30,0,3,3,0,1,0,5,24,9,0,25,0
2019-09-01,0,CI,,55,0,0,0,1,5,5,0,1,0,6,30,0,0,25,27
2019-10-01,0,CI,,63,0,0,27,1,4,5,20,2,8,6,33,0,0,31,24
2019-11-01,0,CI,,71,0,0,57,0,2,5,0,1,0,6,25,0,0,24,0
2019-12-01,0,CI,,80,0,0,0,0,2,4,0,0,0,12,25,4,0,20,0
2020-01-01,0,CI,,77,0,0,27,0,2,5,0,1,0,5,37,0,0,25,24
2020-02-01,0,CI,,68,0,0,0,2,2,4,0,0,0,5,30,9,0,27,0
2020-03-01,0,CI,,86,0,0,26,0,2,4,19,0,0,2,14,4,0,18,0
2020-04-01,0,CI,,37,0,0,0,0,1,3,0,0,0,4,9,4,0,11,0
2020-05-01,0,CI,,37,0,0,0,1,3,2,19,0,0,2,23,0,0,15,23
2020-06-01,0,CI,,76,0,0,71,2,1,2,0,0,0,6,14,7,0,13,21
2020-07-01,0,CI,,86,0,0,23,0,1,2,0,1,3,3,23,7,0,19,21
2020-08-01,0,CI,,79,0,0,0,0,2,3,0,0,0,2,31,4,0,20,20
2020-09-01,0,CI,,69,0,0,0,1,1,4,0,1,0,6,21,14,0,18,21
2020-10-01,0,CI,,76,0,0,23,0,1,4,100,1,0,4,16,3,0,15,0
2020-11-01,0,CI,,82,0,0,22,2,2,5,0,1,0,3,23,0,0,11,0
2020-12-01,0,CI,,78,0,0,44,0,2,4,33,1,3,5,18,0,0,11,20
2021-01-01,0,CI,,80,0,0,0,1,2,5,0,4,0,3,26,4,0,15,97
2004-01-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-02-01,0,CM,,0,0,0,0,0,0,45,0,0,0,0,0,0,0,100,0
2004-03-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-04-01,0,CM,,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
2004-05-01,0,CM,,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
2004-06-01,0,CM,,0,0,0,0,0,45,100,0,0,0,0,0,0,0,22,0
2004-07-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
2004-08-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
2004-09-01,0,CM,,0,0,0,0,0,100,97,0,0,0,100,0,0,0,49,0
2004-10-01,0,CM,,0,0,0,0,0,46,0,0,0,0,0,0,0,0,45,0
2004-11-01,0,CM,,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0
2004-12-01,0,CM,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-01,0,CM,,0,0,0,0,0,0,33,0,0,0,95,0,0,0,23,0
2005-02-01,0,CM,,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0
2005-03-01,0,CM,,0,0,0,0,0,0,52,0,0,0,0,0,0,0,35,0
2005-04-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0
2005-05-01,0,CM,,0,0,0,0,0,31,25,0,0,0,0,0,0,0,76,0
2005-06-01,0,CM,,0,0,0,0,0,36,0,0,0,0,0,0,0,0,53,0
2005-07-01,0,CM,,0,0,0,0,0,31,0,0,0,0,0,0,100,0,31,0
2005-08-01,0,CM,,0,0,0,0,0,0,23,0,0,0,0,0,0,0,16,0
2005-09-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
2005-10-01,0,CM,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,24,0
2005-11-01,0,CM,,0,0,0,0,0,0,19,0,0,0,0,0,0,0,38,0
2005-12-01,0,CM,,0,0,0,0,0,0,19,0,0,0,54,0,0,0,40,0
2006-01-01,0,CM,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,36,0
2006-02-01,0,CM,,0,0,0,0,0,0,59,0,0,0,0,0,0,0,36,0
2006-03-01,0,CM,,0,0,0,0,0,0,48,0,100,0,0,0,0,0,33,0
2006-04-01,0,CM,,0,0,0,0,0,0,0,0,0,0,0,100,0,0,23,0
2006-05-01,0,CM,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,43,0
2006-06-01,0,CM,,0,0,0,0,0,21,16,0,91,0,0,0,0,0,0,0
2006-07-01,0,CM,,0,0,0,0,0,20,15,0,0,0,0,0,0,0,30,0
2006-08-01,0,CM,,0,0,0,0,0,0,14,0,0,0,0,36,55,0,59,0
2006-09-01,0,CM,,0,0,0,0,0,17,0,0,0,0,35,0,0,0,8,0
2006-10-01,0,CM,,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0
2006-11-01,0,CM,,29,0,0,0,0,14,51,0,0,0,0,0,0,0,41,0
2006-12-01,0,CM,,0,0,0,0,0,0,22,0,0,0,31,0,0,0,30,0
2007-01-01,0,CM,,24,0,0,0,100,11,33,0,0,0,0,0,0,0,22,0
2007-02-01,0,CM,,0,0,0,0,0,0,19,0,0,0,0,0,0,0,43,0
2007-03-01,0,CM,,22,0,0,0,0,11,16,0,0,0,0,45,0,0,31,0
2007-04-01,0,CM,,0,0,0,0,0,0,27,0,0,0,23,24,0,0,28,0
2007-05-01,0,CM,,0,0,0,0,85,0,14,0,0,0,0,0,0,0,33,0
2007-06-01,0,CM,,0,0,0,0,0,18,20,0,0,0,18,19,0,0,31,0
2007-07-01,0,CM,,16,0,0,0,0,8,18,0,0,0,0,17,0,0,12,0
2007-08-01,0,CM,,0,0,0,0,0,14,43,0,0,0,14,0,0,0,28,0
2007-09-01,0,CM,,0,0,0,0,0,7,33,0,0,0,0,0,0,0,15,0
2007-10-01,0,CM,,55,0,0,100,0,0,15,0,0,0,0,0,0,0,19,0
2007-11-01,0,CM,,17,0,0,0,0,0,29,0,0,0,0,17,0,0,16,0
2007-12-01,0,CM,,0,0,0,0,66,8,22,0,0,0,15,0,0,0,33,0
2008-01-01,0,CM,,0,0,0,0,0,13,9,0,0,0,0,0,0,0,9,0
2008-02-01,0,CM,,0,0,0,0,0,15,21,0,0,0,0,0,23,0,11,0
2008-03-01,0,CM,,0,0,0,0,0,6,23,0,0,0,0,13,0,0,18,0
2008-04-01,0,CM,,0,0,0,0,0,0,9,0,0,0,12,0,0,0,26,0
2008-05-01,0,CM,,0,0,0,0,0,11,9,0,0,0,0,12,0,0,39,0
2008-06-01,0,CM,,12,0,0,89,0,0,22,0,0,0,0,12,19,0,31,0
2008-07-01,0,CM,,11,0,0,0,0,0,4,0,0,0,21,22,0,0,36,0
2008-08-01,0,CM,,0,0,0,0,0,5,37,0,0,0,0,23,0,0,29,0
2008-09-01,0,CM,,0,0,0,0,0,5,12,0,0,0,0,0,0,0,26,0
2008-10-01,0,CM,,0,0,0,0,0,5,21,0,22,0,39,0,15,0,21,0
2008-11-01,0,CM,,22,0,0,0,0,0,27,0,0,0,0,0,0,0,24,0
2008-12-01,0,CM,,11,0,0,0,0,16,8,0,0,0,0,11,0,0,28,0
2009-01-01,0,CM,,0,0,0,0,0,0,18,0,0,0,0,0,0,0,19,0
2009-02-01,0,CM,,0,0,0,0,45,0,8,0,0,0,0,0,0,0,13,0
2009-03-01,0,CM,,0,0,0,0,0,10,10,0,0,0,0,30,0,0,23,0
2009-04-01,0,CM,,0,0,0,0,0,0,4,0,0,0,0,31,0,0,15,0
2009-05-01,0,CM,,0,0,0,0,0,10,26,0,0,0,0,0,0,0,27,0
2009-06-01,0,CM,,9,0,0,0,39,9,17,0,0,0,9,9,0,0,39,0
2009-07-01,0,CM,,0,0,0,0,0,9,13,0,0,96,9,9,0,0,22,0
2009-08-01,0,CM,,0,0,0,0,0,0,7,0,0,0,0,20,0,0,18,0
2009-09-01,0,CM,,10,0,0,0,0,0,11,0,0,0,29,10,0,0,16,0
2009-10-01,0,CM,,0,0,0,0,42,5,18,0,0,0,0,10,0,0,23,0
2009-11-01,0,CM,,10,0,0,0,0,5,21,0,0,0,0,20,0,0,12,0
2009-12-01,0,CM,,0,0,0,0,0,10,4,0,0,0,0,10,0,0,12,0
2010-01-01,0,CM,,10,0,0,0,0,0,24,0,0,100,0,20,0,0,7,0
2010-02-01,0,CM,,0,0,0,0,0,5,25,0,0,0,10,20,0,0,14,0
2010-03-01,0,CM,,8,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0
2010-04-01,0,CM,,0,0,0,61,0,4,6,0,0,0,0,26,0,0,28,0
2010-05-01,0,CM,,0,0,0,0,0,0,18,0,0,0,0,0,0,0,19,0
2010-06-01,0,CM,,0,0,0,0,0,0,15,0,0,0,8,8,12,0,13,0
2010-07-01,0,CM,,16,0,0,0,33,0,0,0,0,0,15,0,0,0,20,0
2010-08-01,0,CM,,8,0,0,0,34,0,14,0,0,0,8,8,0,0,24,0
2010-09-01,0,CM,,8,0,0,0,0,8,15,0,0,0,0,8,0,0,28,0
2010-10-01,0,CM,,0,0,0,0,0,0,25,0,0,0,8,0,0,0,17,0
2010-11-01,0,CM,,0,0,0,0,0,0,24,0,0,0,0,23,0,0,9,0
2010-12-01,0,CM,,14,0,0,0,0,0,21,0,0,0,7,0,0,0,14,0
2011-01-01,0,CM,,0,0,0,0,0,4,21,0,0,0,0,0,0,0,11,100
2011-02-01,0,CM,,0,0,0,0,0,2,10,100,0,0,0,0,0,0,7,0
2011-03-01,0,CM,,8,0,0,0,0,0,6,0,0,0,0,8,0,0,11,0
2011-04-01,0,CM,,8,0,0,30,0,2,9,0,0,42,12,12,0,0,15,0
2011-05-01,0,CM,,0,0,0,0,0,4,8,0,0,0,4,0,6,100,17,0
2011-06-01,0,CM,,4,0,0,27,0,0,19,0,0,0,4,0,0,0,24,0
2011-07-01,0,CM,,3,0,0,0,0,5,11,0,0,0,6,6,0,0,18,0
2011-08-01,0,CM,,7,0,0,0,14,5,18,0,7,0,0,10,0,0,17,0
2011-09-01,0,CM,,2,0,0,0,0,2,9,0,0,0,0,4,0,0,12,0
2011-10-01,0,CM,,4,0,0,0,0,4,7,0,0,0,8,4,0,53,9,0
2011-11-01,0,CM,,9,0,0,0,0,2,11,0,0,0,6,6,0,0,15,0
2011-12-01,0,CM,,7,0,0,48,0,0,12,0,0,0,0,30,0,0,13,0
2012-01-01,0,CM,,6,0,0,0,12,3,14,0,0,0,3,18,0,0,12,0
2012-02-01,0,CM,,0,0,0,0,12,0,9,0,0,0,6,6,0,0,12,0
2012-03-01,0,CM,,5,0,0,0,0,4,16,0,0,0,8,0,0,0,15,0
2012-04-01,0,CM,,6,0,0,0,13,3,14,0,0,0,9,6,0,0,12,0
2012-05-01,0,CM,,8,0,0,0,0,3,9,0,0,0,3,11,0,0,15,0
2012-06-01,0,CM,,9,0,0,0,12,4,14,0,0,0,0,6,0,0,15,0
2012-07-01,0,CM,,11,0,0,19,0,9,9,0,0,0,5,10,0,0,14,0
2012-08-01,0,CM,,8,0,0,18,11,1,19,0,0,0,2,13,0,0,13,0
2012-09-01,0,CM,,5,0,0,0,0,3,12,0,0,0,5,3,4,0,19,0
2012-10-01,0,CM,,10,0,0,0,0,4,13,0,0,0,7,32,7,0,14,0
2012-11-01,0,CM,,5,0,0,0,21,2,11,0,0,0,5,10,0,0,17,0
2012-12-01,0,CM,,5,0,0,0,10,2,15,51,0,0,0,7,0,0,13,0
2013-01-01,0,CM,,7,0,0,0,0,4,20,46,0,0,6,15,0,0,14,0
2013-02-01,0,CM,,3,0,0,0,11,9,17,53,0,0,5,11,4,0,18,0
2013-03-01,0,CM,,6,0,0,0,0,0,14,0,0,0,4,10,0,0,10,46
2013-04-01,0,CM,,6,0,0,16,0,1,12,0,4,0,4,10,0,50,12,0
2013-05-01,0,CM,,2,0,0,15,0,1,14,0,0,22,4,19,7,0,20,0
2013-06-01,0,CM,,9,0,0,0,9,4,14,0,0,43,0,8,0,0,16,0
2013-07-01,0,CM,,10,0,0,0,0,0,10,36,0,0,2,16,0,0,19,38
2013-08-01,0,CM,,2,0,0,0,15,3,20,0,0,35,3,18,0,0,12,38
2013-09-01,0,CM,,4,0,0,14,8,2,10,0,0,0,0,12,0,0,20,0
2013-10-01,0,CM,,6,0,0,0,0,2,10,0,0,0,7,20,0,0,19,0
2013-11-01,0,CM,,6,0,0,0,0,1,13,0,0,0,6,12,0,0,10,0
2013-12-01,0,CM,,5,0,0,0,0,2,10,0,0,19,2,13,3,0,9,0
2014-01-01,0,CM,,16,0,0,0,0,4,13,0,0,16,5,10,2,0,14,0
2014-02-01,0,CM,,12,0,0,12,7,1,7,35,0,0,2,19,0,0,15,0
2014-03-01,0,CM,,4,0,0,11,0,2,11,0,0,0,1,5,2,0,12,0
2014-04-01,0,CM,,9,0,0,0,13,2,9,0,0,0,4,14,0,0,14,0
2014-05-01,0,CM,,5,0,0,0,6,3,11,30,0,0,11,15,0,0,17,0
2014-06-01,0,CM,,16,0,0,10,18,2,9,0,0,0,4,19,0,0,15,0
2014-07-01,0,CM,,6,0,0,0,6,2,11,0,0,14,1,13,0,0,13,30
2014-08-01,0,CM,,3,0,0,10,6,2,11,0,0,0,1,17,0,0,12,0
2014-09-01,0,CM,,5,0,0,18,0,2,7,0,0,0,0,15,0,92,15,0
2014-10-01,0,CM,,6,0,0,0,10,2,6,0,5,12,3,13,2,29,13,0
2014-11-01,0,CM,,6,0,0,0,11,2,8,0,0,0,5,7,2,0,11,0
2014-12-01,0,CM,,5,0,0,0,6,1,8,0,0,0,1,8,0,0,12,58
2015-01-01,0,CM,,2,0,0,8,5,2,10,0,0,23,0,7,0,0,7,0
2015-02-01,0,CM,,4,0,0,0,21,2,8,0,0,0,2,8,2,0,13,0
2015-03-01,0,CM,,7,0,0,0,5,2,8,0,0,12,5,6,0,0,11,0
2015-04-01,0,CM,,6,0,0,0,4,3,6,0,2,0,3,7,0,25,11,0
2015-05-01,0,CM,,10,0,0,0,0,0,10,0,0,0,6,13,0,0,14,0
2015-06-01,0,CM,,9,0,0,0,13,1,11,22,4,0,0,6,0,0,15,23
2015-07-01,0,CM,,14,0,0,0,12,0,7,0,0,0,3,16,0,0,13,0
2015-08-01,0,CM,,9,0,0,0,0,2,7,0,0,10,4,8,0,23,14,0
2015-09-01,0,CM,,3,0,0,7,0,1,10,0,0,0,3,11,0,48,12,0
2015-10-01,0,CM,,11,0,0,14,0,1,11,0,2,0,3,13,1,0,15,0
2015-11-01,0,CM,,12,0,0,7,8,0,9,0,2,0,5,8,1,43,11,0
2015-12-01,0,CM,,14,0,0,0,8,1,10,0,2,0,6,10,0,22,9,0
2016-01-01,0,CM,,13,0,0,5,6,2,12,15,2,0,4,12,0,17,10,0
2016-02-01,0,CM,,13,0,0,0,3,1,5,0,2,0,3,12,1,18,9,16
2016-03-01,0,CM,,13,0,0,0,0,0,6,0,0,0,4,10,1,0,10,15
2016-04-01,0,CM,,11,0,0,0,12,2,4,0,0,7,3,10,0,17,13,0
2016-05-01,0,CM,,11,0,0,5,3,2,6,0,0,0,5,10,2,0,11,0
2016-06-01,0,CM,,12,0,0,5,9,1,8,0,0,7,3,11,0,0,15,0
2016-07-01,0,CM,,13,0,0,10,6,0,5,0,0,0,2,12,1,32,13,15
2016-08-01,0,CM,,16,0,0,0,0,1,7,0,0,7,3,16,3,0,16,15
2016-09-01,0,CM,,18,0,0,0,0,1,7,0,0,0,3,6,2,16,12,0
2016-10-01,0,CM,,14,0,0,5,5,1,4,27,0,0,2,9,0,0,11,0
2016-11-01,0,CM,,19,0,0,10,8,1,6,14,0,0,4,9,0,16,13,0
2016-12-01,0,CM,,15,0,0,5,6,1,5,0,0,0,6,7,0,0,8,0
2017-01-01,0,CM,,23,0,0,0,3,1,6,0,3,0,8,10,2,0,13,0
2017-02-01,0,CM,,20,0,0,6,3,2,6,0,0,0,9,12,0,0,15,0
2017-03-01,0,CM,,18,0,0,5,3,0,7,0,0,13,4,12,1,31,14,14
2017-04-01,0,CM,,19,0,0,0,5,0,7,0,1,6,1,8,0,15,10,14
2017-05-01,0,CM,,14,0,0,0,8,1,6,0,1,0,7,10,1,0,16,13
2017-06-01,0,CM,,19,0,0,0,5,0,5,27,0,0,4,9,3,30,14,0
2017-07-01,0,CM,,15,0,0,0,5,2,6,0,1,0,2,10,0,15,14,0
2017-08-01,0,CM,,17,0,0,4,3,1,7,0,0,0,2,10,1,14,13,0
2017-09-01,0,CM,,24,0,0,5,3,1,5,0,1,0,4,10,0,0,13,0
2017-10-01,0,CM,,16,0,0,0,3,1,7,0,1,7,2,14,1,0,16,0
2017-11-01,0,CM,,25,0,0,0,3,1,5,14,1,0,6,7,1,0,13,0
2017-12-01,0,CM,,19,0,0,10,0,0,5,0,0,0,3,9,0,0,9,0
2018-01-01,0,CM,,14,0,0,4,0,2,8,13,1,0,3,10,1,0,12,0
2018-02-01,0,CM,,15,0,0,0,3,1,8,0,1,0,7,10,0,0,13,0
2018-03-01,0,CM,,20,0,0,0,5,0,6,0,0,0,3,10,0,28,10,0
2018-04-01,0,CM,,19,0,0,0,8,1,4,13,0,6,6,10,0,14,11,0
2018-05-01,0,CM,,12,0,0,0,0,2,6,0,1,0,4,6,0,0,13,0
2018-06-01,0,CM,,14,0,0,5,3,0,7,13,1,13,5,13,0,0,13,0
2018-07-01,0,CM,,19,0,0,0,8,2,8,26,0,6,5,10,1,0,15,0
2018-08-01,0,CM,,15,0,0,0,0,1,8,0,1,0,4,11,1,0,15,0
